Amongst the more popular trains are : Simanta Express and Rupsha Express to Dhaka , Titumir Express to Dhaka , Nilsagar Express to Rajshahi and Lalmoni Express to Khulna .	Among the more popular trains are : Simanta Express and Rupsha Express to Khulna , Titumir Express to Rajshahi , Nilesagar Express to Dhaka and Lalmoni Express to Dhaka .	0
The central bay of Navaranga is a bigger square than the peripheral eight around it .	The central bay of the navaranga is a larger square than the peripheral eight around it .	1
Until September 1942 , the Vulcans had taken over the service and the Midlands were scrapped and then withdrawn .	By September 1942 , the Vulcans had fully taken over the service and the Midlands were scrapped and then withdrawn .	1
They are overlaid with sparse orchestral music played live , and consist of vague , almost deliberately colourless sounds .	They are overlaid with colour-free , live played music and consist of vague , almost deliberately sparse orchestral sounds .	0
On May 8 , 2015 , Tapia lost to Michel Soro .	On 8 May 2015 , Michel Soro lost Tapia .	0
Round Island is currently uninhabited and is managed in its entirety by the US Forest Service and is part of the Hiawatha National Forest .	Round Island is currently uninhabited and is managed by the U.S. Forest Service in its entirety , and is owned as part of the Hiawatha National Forest .	1
The season began on January 6 , 1984 in Falun , Sweden , and ended on March 11 , 1984 in Lygna , Norway .	The season started on 6 January 1984 in Falun , Norway , and ended on 11 March 1984 in Lygna , Sweden .	0
João Martins Pena and Francisca de Paula Julieta Pena was born in Rio de Janeiro , to Martins Pena .	João Martins Pena and Francisca de Paula Julieta Pena was born in Rio de Janeiro to Pena Martins .	1
She was observed as `` has a very great potential and a huge talent and will grow to an unique musical personality in future '' .	She was observed as '' has very great potential and a great talent and will grow in the future to a unique musical personality `` .	1
The engine weighs and is 54 inches long , 29 inches wide and 41 inches high .	The engine weighs and is 54 inches , 29 inches wide and 41 inches long .	0
However , in order to become Slovak , Derek must defeat a vampire assassin .	In order to become Slovak , however , Derek must defeat a vampire - murderer .	1
In May 2011 he wrote , directed , and produced his first feature .	Produced in May 2011 , he directed and wrote his first feature film .	1
Its status as a satellite town of Kuala Lumpur is tied to its location in the heart of Klang Valley in Malaysia .	Its status as a satellite town of Kuala Lumpur is linked to its location in the heart of the Klang Valley in Malaysia .	1
Casely Hayford was also deeply involved in the political movement for African emancipation .	Casely Hayford was also heavily involved in the political movement for African emancipation .	1
Jeff Francisco managed the custom installation business and retail store where he studied product development and developed custom systems for the company .	Jeff Francisco developed the Custom Installation Business and Retail Store , where he studied product development and headed custom systems for the company .	0
She was the mother of Val , Boris and Rosalind Lorwin . Her daughter became a psychology professor .	She became mother of Val , Boris and Rosalind Lorwin , her daughter was a psychology professor .	0
The series converges almost everywhere .	Then the series converges almost everywhere .	1
Anyone who watches should have the impression that the school is a continuous body , a single row .	Anyone watching should have the impression that the school is a single body , a continuous row .	0
An analysis comparing millions of RSA public keys gathered from the Internet was announced in 2012 by Augier , Hughes , Lenstra , Bos , Kleinjung , and Wachter .	An analysis of millions of public RSA keys collected from the Internet was announced in 2012 by Lenstra , Hughes , Augier , Bos , Kleinjung and Wachter .	1
Manu Chao , the groups '' Air `` , Cassius , Mars IV , Les Négresses Vertes and FFF and Howie B also participated on the album .	Also the groups '' Air `` , Howie B , Mars IV , Les Négresses Vertes and FFF and Manu Chao attended the album .	0
Fusako Shigenobu is the mother of Japanese journalist Mei Shigenobu .	Fusako Shigenobu is the mother of Japanese national Mei Shigenobu , a journalist .	1
His name , Afolabi , means `` Born into wealth `` . His nickname in Nigeria is Robocop because of his stiff movements .	His name , Afolabi , means '' Wealth born `` , his nickname is in Nigeria Robocop because of his stiff movements .	1
In January 2013 , it was announced that after the closure of Disney Interactive , Warren Spector had left the Junction Point Studios .	In January 2013 , it was announced that Warren Spector had left Junction Point Studios following the closure of Disney Interactive .	1
In order to defeat Slovak , however , Derek must become a vampire attacker .	In order to become Slovak , however , Derek must defeat a vampire - murderer .	0
A sister event was held at Albert Park Lake in Melbourne and was sponsored by Fox FM ( Melbourne , Australia ) .	One sister event was held at the Albert Park Lake in Melbourne , Australia and sponsored by Fox FM ( Melbourne ) .	1
Michael Michael Liebel Sen was 14 years old when his parents came from Erie to Pennsylvania to Germany .	Michael Michael Liebel senior was 14 years old when his parents came from Germany to Erie , Pennsylvania .	0
He was born the posthumous child of Sir John Lade , 1st Baronet ; his mother was the sister of the brewer Henry Thrale .	He was the posthumous child of Sir Henry Thrale , 1st Baronet , his mother was the sister of the brewer John Lade .	0
Fishman holds a Bachelor 's degree from Columbia University and a Master 's degree from Brown University in Economics .	Fishman holds a bachelor 's degree from Columbia University and a master 's degree in economics from Brown University .	1
Sterling Brown was best known for his authentic black southern dialect .	Sterling Brown was best known for his authentic southern black dialect .	1
He was appointed titular bishop of `` Nisa in Lycia on June 25 , 1866 , and the Bishop of Velletri .	He was appointed as titular bishop of `` Nisa in Lycia '' and auxiliary bishop of Velletri on 25 June 1866 .	1
The Roman - Catholic diocese of Bungoma is a diocese in the town of Kisumu in the ecclesiastical province of Bungoma in Kenya .	The Roman Catholic Diocese of Bungoma is a diocese located in the city of Bungoma in the Ecclesiastical province of Kisumu in Kenya .	0
In May 1983 , a UK tour with the live guitarist Robin George started for additional performances .	In May 1983 , a UK tour started with the additional guitarist Robin George for live performances .	0
Its effects can include biochemical reactions , central nervous system responses , and physiological changes .	Its effects may include biochemical responses , central nervous system reactions , and physiological changes .	1
Scherer was an investor in Thunderbird Hotel , the Las Vegas Club and the Sahara Hotel .	Scherer was an investor in the Thunderbird Hotel , the Las Vegas Club and the Sahara Hotel .	1
It was replaced by Tarang P. Amin , who has been appointed President , Chief Executive Officer and Director of E.l.f .	Tarang P. Amin was replaced by Joey Shamah , who has been appointed as president , chief executive officer and director of E.l.f .	0
Scapes are very short or mostly absent .	Scapes are very short or are mostly absent .	1
In 1296 , Sir Michael Wemyss swore Edward I of England , but then changed his faithfulness to Robert the Bruce .	Sir Michael Wemyss swore fealty to Edward I of England in 1296 but then changed his allegiance to Robert the Bruce .	1
Duncan McIntyre was born on October 6 , 1899 in Kent , England , the son of Captain Ivor Ewing McIntyre .	Ivor Ewing McIntyre was born on 6 October 1899 in Kent , England , as son of Captain Duncan McIntyre .	0
Stephen Stephen was married on August 29 , 1806 in Jefferson County , Elizabeth Core , by Benjamin Hough , Justice of Peace .	Benjamin Hough was to married Elizabeth Core on August 29 , 1806 , by Stephen Ford , justice of the Peace , in Jefferson County .	0
Mei Shigenobu is the mother of the Japanese national Fusako Shigenobu , a journalist .	Fusako Shigenobu is the mother of Japanese national Mei Shigenobu , a journalist .	0
Jonas Björkman and Fabrice Santoro won 6-2 , 6-4 against Martin Damm and Radek Štěpánek in the finals .	Martin Damm and Radek Štěpánek won against Jonas Björkman and Fabrice Santoro in the finals 6 : 2 , 6 : 4 .	0
Birkenhead Wharf is close to the Birkenhead Point Factory Outlet Centre and next to Iron Cove Bridge , which is about a minute 's walk away .	Birkenhead Wharf is located adjacent to the Iron Cove Bridge and close to Birkenhead Point Factory Outlet Centre , which is about a minute walk away .	0
Roger Pritchard , immigrated from England to Milford , Connecticut in 1653 ; married Elizabeth Prudden	Immigrated from England to Milford , Connecticut in 1653 , Elizabeth Prudden married	1
The ethnicity of Hilltown is 93 % mainly white , 3 % is Asian and 1 % are Chinese .	The ethnicity of Hilltown is mainly White at 93 % ; 3 % are Asian and 1 % are Chinese .	1
This is followed by Chuck Jackson `` True Love Travels on a Gravel Road '' and Dallas Frazier of 1962 - Hit `` Any Day Now '' .	This is followed by Chuck Jackson 's `` True Love Travels on a Gravel Road '' and Dallas Frazier 's 1962 hit , `` Any Day Now '' .	1
A proposed Mahadayi River ( Mandovi River ) water diversion and project of the hyroelectric power plant would result in the immersion of some or all Gavali .	A proposed Mahadayi River ( Mandovi River ) water diversion and hyroelectric power plant project would result in the submersion of some or all of Gavali .	1
On August 1 , 1699 , William Blackett handed over his copyhold lands in Chirton to Sir Archibald Campbell , who sold the hall to the 1st Duke of Argyll , Bickerstaffe .	On August 1 , 1699 , William Blackett surrendered his copyhold lands in Chirton to Sir Archibald Campbell , who sold the hall to Bickerstaffe , 1st Duke of Argyll .	1
The Nashua Silver Knights , part of a current summer league , is the collegiate team of the city .	The Nashua Silver Knights , part of a summer collegiate league , is the city 's current team .	0
He died on 6 January 1976 in Alicante and was buried in the church of the Madrid Church .	He died in Madrid on 6 January 1976 , and was buried in the church of the in Alicante .	0
Farrell counters with Gabriel 's hacks , while McClane eliminates his men .	Farrell counters Gabriel 's hacks , while McClane eliminates his men .	1
Mehra agreed to act in `` Rang De Basanti '' immediately after reading Aamir Khan 's script .	Mehra immediately agreed to trade in `` Rang De Basanti '' after reading Aamir Khan 's script .	1
In Cuba its cultivation was introduced in 1880 , by Fernando Heydrich in Matanzas .	Its cultivation was introduced by Fernando Heydrich in Cuba in 1880 .	0
Britten returned to England in April 1942 . Soon after his return , he asked Montagu Slater to be his librettist for `` Peter Grimes '' .	In April 1942 , Britten returned to England , and soon after returning he asked Montagu Slater to be his librettist for Peter Grimes .	1
